year,category,nominee,winner
1966,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1966,Fail Safe,False
1966,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1966,King Rat,False
1966,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1966,Zorba The Greek,False
1967,Film | Animated Film in 1967,Category not awarded this year,True
1967,Film | Best Cinematography - Black and White in 1967,The Spy Who Came In From The Cold,True
1967,Film | Best Cinematography - Black and White in 1967,Bunny Lake Is Missing,False
1967,Film | Best Cinematography - Black and White in 1967,Cul-De-Sac,False
1967,Film | Best Cinematography - Black and White in 1967,Georgy Girl,False
1967,Film | British Actor in 1967,Richard Burton,True
1967,Film | British Actor in 1967,Michael Caine,False
1967,Film | British Actor in 1967,Ralph Richardson,False
1967,Film | British Actor in 1967,David Warner,False
1967,Film | British Actress in 1967,Elizabeth Taylor,True
1967,Film | British Actress in 1967,Julie Christie,False
1967,Film | British Actress in 1967,Lynn Redgrave,False
1967,Film | British Actress in 1967,Vanessa Redgrave,False
1967,Film | British Art Direction - Black and White in 1967,The Spy Who Came In From The Cold,True
1967,Film | British Art Direction - Black and White in 1967,Bunny Lake Is Missing,False
1967,Film | British Art Direction - Black and White in 1967,Georgy Girl,False
1967,Film | British Art Direction - Black and White in 1967,Life At The Top,False
1967,Film | British Art Direction - Colour in 1967,The Blue Max,True
1967,Film | British Art Direction - Colour in 1967,Khartoum,False
1967,Film | British Art Direction - Colour in 1967,The Quiller Memorandum,False
1967,Film | British Art Direction - Colour in 1967,The Wrong Box,False
1967,Film | British Cinematography - Colour in 1967,Arabesque,True
1967,Film | British Cinematography - Colour in 1967,Alfie,False
1967,Film | British Cinematography - Colour in 1967,The Blue Max,False
1967,Film | British Cinematography - Colour in 1967,Modesty Blaise,False
1967,Film | British Costume Design - Black and White in 1967,Category not awarded this year,True
1967,Film | British Costume Design - Colour in 1967,The Wrong Box,True
1967,Film | British Costume Design - Colour in 1967,Arabesque,False
1967,Film | British Costume Design - Colour in 1967,The Blue Max,False
1967,Film | British Costume Design - Colour in 1967,Romeo And Juliet,False
1967,Film | British Film in 1967,The Spy Who Came In From The Cold,True
1967,Film | British Film in 1967,Alfie,False
1967,Film | British Film in 1967,Georgy Girl,False
1967,Film | British Film in 1967,Morgan - A Suitable Case For Treatment,False
1967,Film | British Screenplay in 1967,Morgan - A Suitable Case For Treatment,True
1967,Film | British Screenplay in 1967,Alfie,False
1967,Film | British Screenplay in 1967,It Happened Here,False
1967,Film | British Screenplay in 1967,The Quiller Memorandum,False
1967,Film | Editing - for best film editing of a British Film in 1967,Morgan - A Suitable Case For Treatment,True
1967,Film | Editing - for best film editing of a British Film in 1967,Alfie,False
1967,Film | Editing - for best film editing of a British Film in 1967,Arabesque,False
1967,Film | Editing - for best film editing of a British Film in 1967,The Quiller Memorandum,False
1967,Film | Film in 1967,Who's Afraid Of Virginia Woolf?,True
1967,Film | Film in 1967,Dr Zhivago,False
1967,Film | Film in 1967,Morgan - A Suitable Case For Treatment,False
1967,Film | Film in 1967,The Spy Who Came In From The Cold,False
1967,Film | Foreign Actor in 1967,Rod Steiger,True
1967,Film | Foreign Actor in 1967,Jean-Paul Belmondo,False
1967,Film | Foreign Actor in 1967,Sidney Poitier,False
1967,Film | Foreign Actor in 1967,Oskar Werner,False
1967,Film | Foreign Actress in 1967,Jeanne Moreau,True
1967,Film | Foreign Actress in 1967,Brigitte Bardot,False
1967,Film | Foreign Actress in 1967,Joan Hackett,False
1967,Film | Foreign Actress in 1967,Simone Signoret,False
1967,Film | Most Promising Newcomer To Leading Film Roles in 1967,Vivien Merchant,True
1967,Film | Most Promising Newcomer To Leading Film Roles in 1967,Alan Arkin,False
1967,Film | Most Promising Newcomer To Leading Film Roles in 1967,Frank Finlay,False
1967,Film | Most Promising Newcomer To Leading Film Roles in 1967,Jeremy Kemp,False
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",Goal! The World Cup,True
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",Buster Keaton Rides Again,False
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",I'm Going To Ask You To Get Up Out Of Your Seat,False
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",Matador,False
1967,Film | Short Film in 1967,The War Game,True
1967,Film | Short Film in 1967,A River Must Live,False
1967,Film | Short Film in 1967,Sudden Summer,False
1967,Film | Short Film in 1967,The Tortoise And The Hare,False
1967,Film | Specialised Film in 1967,Exploring Chemistry,True
1967,Film | Specialised Film in 1967,The Radio Sky,False
1967,Film | Specialised Film in 1967,Visual Aids,False
1967,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1967,The War Game,True
1967,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1967,The Pawnbroker,False
1967,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1967,"The Russians Are Coming, The Russians Are Coming",False
1967,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1967,Vietnam - People And War,False
1968,Film | Animated Film in 1968,Notes On A Triangle,True
1968,Film | Animated Film in 1968,Tidy Why,False
1968,Film | Animated Film in 1968,Toys,False
1968,Film | British Actor in 1968,Paul Scofield,True
1968,Film | British Actor in 1968,Dirk Bogarde,False
1968,Film | British Actor in 1968,Richard Burton,False
1968,Film | British Actor in 1968,James Mason,False
1968,Film | British Actress in 1968,Edith Evans,True
1968,Film | British Actress in 1968,Barbara Jefford,False
1968,Film | British Actress in 1968,Elizabeth Taylor,False
1968,Film | British Art Direction - Black and White in 1968,Category not awarded this year,True
1968,Film | British Art Direction - Colour in 1968,A Man For All Seasons,True
1968,Film | British Art Direction - Colour in 1968,Accident,False
1968,Film | British Art Direction - Colour in 1968,Blow-Up,False
1968,Film | British Art Direction - Colour in 1968,You Only Live Twice,False
1968,Film | British Cinematography - Black and White in 1968,The Whisperers,True
1968,Film | British Cinematography - Black and White in 1968,Mademoiselle,False
1968,Film | British Cinematography - Black and White in 1968,The Sailor From Gibraltar,False
1968,Film | British Cinematography - Black and White in 1968,Ulysses,False
1968,Film | British Cinematography - Colour in 1968,A Man For All Seasons,True
1968,Film | British Cinematography - Colour in 1968,Blow-Up,False
1968,Film | British Cinematography - Colour in 1968,The Deadly Affair,False
1968,Film | British Cinematography - Colour in 1968,Far From The Madding Crowd,False
1968,Film | British Costume Design - Black and White in 1968,Mademoiselle,True
1968,Film | British Costume Design - Black and White in 1968,The Sailor From Gibraltar,False
1968,Film | British Costume Design - Colour in 1968,A Man For All Seasons,True
1968,Film | British Costume Design - Colour in 1968,Casino Royale,False
1968,Film | British Costume Design - Colour in 1968,Far From The Madding Crowd,False
1968,Film | British Costume Design - Colour in 1968,Half A Sixpence,False
1968,Film | British Film in 1968,A Man For All Seasons,True
1968,Film | British Film in 1968,Accident,False
1968,Film | British Film in 1968,Blow-Up,False
1968,Film | British Film in 1968,The Deadly Affair,False
1968,Film | British Screenplay in 1968,A Man For All Seasons,True
1968,Film | British Screenplay in 1968,Accident,False
1968,Film | British Screenplay in 1968,The Deadly Affair,False
1968,Film | British Screenplay in 1968,Two For The Road,False
1968,Film | Editing in 1968,Category not awarded this year,True
1968,Film | Film in 1968,A Man For All Seasons,True
1968,Film | Film in 1968,Bonnie And Clyde,False
1968,Film | Film in 1968,In The Heat Of The Night,False
1968,Film | Film in 1968,A Man And A Woman (Un Homme Et Une Femme),False
1968,Film | Foreign Actor in 1968,Rod Steiger,True
1968,Film | Foreign Actor in 1968,Warren Beatty,False
1968,Film | Foreign Actor in 1968,Sidney Poitier,False
1968,Film | Foreign Actor in 1968,Orson Welles,False
1968,Film | Foreign Actress in 1968,Anouk Aimée,True
1968,Film | Foreign Actress in 1968,Bibi Andersson,False
1968,Film | Foreign Actress in 1968,Jane Fonda,False
1968,Film | Foreign Actress in 1968,Simone Signoret,False
1968,Film | Most Promising Newcomer To Leading Film Roles in 1968,Faye Dunaway,True
1968,Film | Most Promising Newcomer To Leading Film Roles in 1968,Peter Kastner,False
1968,Film | Most Promising Newcomer To Leading Film Roles in 1968,Milo O'Shea,False
1968,Film | Most Promising Newcomer To Leading Film Roles in 1968,Michael J Pollard,False
1968,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968",To Die In Madrid,True
1968,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968",Famine,False
1968,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968",The Things I Cannot Change,False
1968,Film | Short Film in 1968,Indus Waters,True
1968,Film | Short Film in 1968,Mafia No!,False
1968,Film | Short Film in 1968,Opus,False
1968,Film | Short Film in 1968,Rail,False
1968,Film | Specialised Film in 1968,Energy And Matter,True
1968,Film | Specialised Film in 1968,How The Motor Car Works,False
1968,Film | Specialised Film in 1968,Paint,False
1968,Film | Specialised Film in 1968,Revolutions For All,False
1968,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1968,In The Heat Of The Night,True
1968,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1968,The Gospel According To St Matthew,False
1969,Film | Actor in 1969,Spencer Tracy,True
1969,Film | Actor in 1969,Trevor Howard,False
1969,Film | Actor in 1969,Ron Moody,False
1969,Film | Actor in 1969,Nicol Williamson,False
1969,Film | Actress in 1969,Katharine Hepburn,True
1969,Film | Actress in 1969,Anne Bancroft,False
1969,Film | Actress in 1969,Catherine Deneuve,False
1969,Film | Actress in 1969,Joanne Woodward,False
1969,Film | Animated Film in 1969,Dance For Two (Pas De Deux),True
1969,Film | Animated Film in 1969,The Hand,False
1969,Film | Animated Film in 1969,The House That Jack Built,False
1969,Film | Animated Film in 1969,The Question,False
1969,Film | Anthony Asquith Award for Original Film Music in 1969,The Lion In Winter,True
1969,Film | Anthony Asquith Award for Original Film Music in 1969,The Charge Of The Light Brigade,False
1969,Film | Anthony Asquith Award for Original Film Music in 1969,Romeo And Juliet,False
1969,Film | Anthony Asquith Award for Original Film Music in 1969,Live For Life (Vivre Pour Vivre),False
1969,Film | Art Direction in 1969,2001: A Space Odyssey,True
1969,Film | Art Direction in 1969,The Charge Of The Light Brigade,False
1969,Film | Art Direction in 1969,Oliver!,False
1969,Film | Art Direction in 1969,Romeo And Juliet,False
1969,Film | British Cinematography in 1969,2001: A Space Odyssey,True
1969,Film | British Cinematography in 1969,The Charge Of The Light Brigade,False
1969,Film | British Cinematography in 1969,Elvira Madigan,False
1969,Film | British Cinematography in 1969,The Lion In Winter,False
1969,Film | Costume Design in 1969,Romeo And Juliet,True
1969,Film | Costume Design in 1969,The Charge Of The Light Brigade,False
1969,Film | Costume Design in 1969,The Lion In Winter,False
1969,Film | Costume Design in 1969,Oliver!,False
1969,Film | Direction in 1969,The Graduate,True
1969,Film | Direction in 1969,If...,False
1969,Film | Direction in 1969,Oliver!,False
1969,Film | Direction in 1969,Romeo And Juliet,False
1969,Film | Editing in 1969,The Graduate,True
1969,Film | Editing in 1969,The Charge Of The Light Brigade,False
1969,Film | Editing in 1969,Oliver!,False
1969,Film | Editing in 1969,Romeo And Juliet,False
1969,Film | Film in 1969,The Graduate,True
1969,Film | Film in 1969,Closely Observed Trains,False
1969,Film | Film in 1969,Oliver!,False
1969,Film | Film in 1969,2001: A Space Odyssey,False
1969,Film | Most Promising Newcomer To Leading Film Roles in 1969,Dustin Hoffman,True
1969,Film | Most Promising Newcomer To Leading Film Roles in 1969,Pia Degermark,False
1969,Film | Most Promising Newcomer To Leading Film Roles in 1969,Katharine Ross,False
1969,Film | Most Promising Newcomer To Leading Film Roles in 1969,Jack Wild,False
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",In Need Of Special Care,True
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",Inside North Vietnam,False
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",Music!,False
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",A Plague On Your Children,False
1969,Film | Screenplay in 1969,The Graduate,True
1969,Film | Screenplay in 1969,Guess Who's Coming To Dinner?,False
