year,category,nominee,winner,award_body
1937,FILM EDITING,The Great Ziegfeld,False,Oscars
1937,FILM EDITING,Lloyds of London,False,Oscars
1937,FILM EDITING,A Tale of Two Cities,False,Oscars
1937,FILM EDITING,Theodora Goes Wild,False,Oscars
1937,MUSIC (Scoring),Anthony Adverse,True,Oscars
1937,MUSIC (Scoring),The Charge of the Light Brigade,False,Oscars
1937,MUSIC (Scoring),The Garden of Allah,False,Oscars
1937,MUSIC (Scoring),The General Died at Dawn,False,Oscars
1937,MUSIC (Scoring),Winterset,False,Oscars
1937,MUSIC (Song),Suzy,False,Oscars
1937,MUSIC (Song),Born to Dance,False,Oscars
1937,MUSIC (Song),Trail of the Lonesome Pine,False,Oscars
1937,MUSIC (Song),Pennies from Heaven,False,Oscars
1937,MUSIC (Song),Swing Time,True,Oscars
1937,MUSIC (Song),"Sing, Baby, Sing",False,Oscars
1937,OUTSTANDING PRODUCTION,Anthony Adverse,False,Oscars
1937,OUTSTANDING PRODUCTION,Dodsworth,False,Oscars
1937,OUTSTANDING PRODUCTION,The Great Ziegfeld,True,Oscars
1937,OUTSTANDING PRODUCTION,Libeled Lady,False,Oscars
1937,OUTSTANDING PRODUCTION,Mr. Deeds Goes to Town,False,Oscars
1937,OUTSTANDING PRODUCTION,Romeo and Juliet,False,Oscars
1937,OUTSTANDING PRODUCTION,San Francisco,False,Oscars
1937,OUTSTANDING PRODUCTION,The Story of Louis Pasteur,False,Oscars
1937,OUTSTANDING PRODUCTION,A Tale of Two Cities,False,Oscars
1937,OUTSTANDING PRODUCTION,Three Smart Girls,False,Oscars
1937,SHORT SUBJECT (Cartoon),The Country Cousin,True,Oscars
1937,SHORT SUBJECT (Cartoon),Old Mill Pond,False,Oscars
1937,SHORT SUBJECT (Cartoon),Sinbad the Sailor,False,Oscars
1937,SHORT SUBJECT (Color),Give Me Liberty,True,Oscars
1937,SHORT SUBJECT (Color),La Fiesta de Santa Barbara,False,Oscars
1937,SHORT SUBJECT (Color),Popular Science J-6-2,False,Oscars
1937,SHORT SUBJECT (One-reel),Bored of Education,True,Oscars
1937,SHORT SUBJECT (One-reel),Moscow Moods,False,Oscars
1937,SHORT SUBJECT (One-reel),"Wanted, a Master",False,Oscars
1937,SHORT SUBJECT (Two-reel),Double or Nothing,False,Oscars
1937,SHORT SUBJECT (Two-reel),Dummy Ache,False,Oscars
1937,SHORT SUBJECT (Two-reel),The Public Pays,True,Oscars
1937,SOUND RECORDING,Banjo on My Knee,False,Oscars
1937,SOUND RECORDING,The Charge of the Light Brigade,False,Oscars
1937,SOUND RECORDING,Dodsworth,False,Oscars
1937,SOUND RECORDING,General Spanky,False,Oscars
1937,SOUND RECORDING,Mr. Deeds Goes to Town,False,Oscars
1937,SOUND RECORDING,San Francisco,True,Oscars
1937,SOUND RECORDING,The Texas Rangers,False,Oscars
1937,SOUND RECORDING,That Girl from Paris,False,Oscars
1937,SOUND RECORDING,Three Smart Girls,False,Oscars
1937,WRITING (Original Story),Fury,False,Oscars
1937,WRITING (Original Story),The Great Ziegfeld,False,Oscars
1937,WRITING (Original Story),San Francisco,False,Oscars
1937,WRITING (Original Story),The Story of Louis Pasteur,True,Oscars
1937,WRITING (Original Story),Three Smart Girls,False,Oscars
1937,WRITING (Screenplay),After the Thin Man,False,Oscars
1937,WRITING (Screenplay),Dodsworth,False,Oscars
1937,WRITING (Screenplay),Mr. Deeds Goes to Town,False,Oscars
1937,WRITING (Screenplay),My Man Godfrey,False,Oscars
1937,WRITING (Screenplay),The Story of Louis Pasteur,True,Oscars
1937,SPECIAL AWARD,The March of Time,True,Oscars
1937,SPECIAL AWARD,The Garden of Allah,True,Oscars
1938,ACTOR,Conquest,False,Oscars
1938,ACTOR,A Star Is Born,False,Oscars
1938,ACTOR,Night Must Fall,False,Oscars
1938,ACTOR,The Life of Emile Zola,False,Oscars
1938,ACTOR,Captains Courageous,True,Oscars
1938,ACTOR IN A SUPPORTING ROLE,The Awful Truth,False,Oscars
1938,ACTOR IN A SUPPORTING ROLE,The Hurricane,False,Oscars
1938,ACTOR IN A SUPPORTING ROLE,The Life of Emile Zola,True,Oscars
1938,ACTOR IN A SUPPORTING ROLE,Lost Horizon,False,Oscars
1938,ACTOR IN A SUPPORTING ROLE,Topper,False,Oscars
1938,ACTRESS,The Awful Truth,False,Oscars
1938,ACTRESS,Camille,False,Oscars
1938,ACTRESS,A Star Is Born,False,Oscars
1938,ACTRESS,The Good Earth,True,Oscars
1938,ACTRESS,Stella Dallas,False,Oscars
1938,ACTRESS IN A SUPPORTING ROLE,In Old Chicago,True,Oscars
1938,ACTRESS IN A SUPPORTING ROLE,Stage Door,False,Oscars
1938,ACTRESS IN A SUPPORTING ROLE,Stella Dallas,False,Oscars
1938,ACTRESS IN A SUPPORTING ROLE,Dead End,False,Oscars
1938,ACTRESS IN A SUPPORTING ROLE,Night Must Fall,False,Oscars
1938,ART DIRECTION,Conquest,False,Oscars
1938,ART DIRECTION,A Damsel in Distress,False,Oscars
1938,ART DIRECTION,Dead End,False,Oscars
1938,ART DIRECTION,Every Day's a Holiday,False,Oscars
1938,ART DIRECTION,The Life of Emile Zola,False,Oscars
1938,ART DIRECTION,Lost Horizon,True,Oscars
1938,ART DIRECTION,Manhattan Merry-Go-Round,False,Oscars
1938,ART DIRECTION,The Prisoner of Zenda,False,Oscars
1938,ART DIRECTION,Souls at Sea,False,Oscars
1938,ART DIRECTION,Walter Wanger's Vogues of 1938,False,Oscars
1938,ART DIRECTION,Wee Willie Winkie,False,Oscars
1938,ART DIRECTION,You're a Sweetheart,False,Oscars
1938,ASSISTANT DIRECTOR,In Old Chicago,True,Oscars
1938,ASSISTANT DIRECTOR,The Life of Emile Zola,False,Oscars
1938,ASSISTANT DIRECTOR,Lost Horizon,False,Oscars
1938,ASSISTANT DIRECTOR,Souls at Sea,False,Oscars
1938,ASSISTANT DIRECTOR,A Star Is Born,False,Oscars
1938,CINEMATOGRAPHY,Dead End,False,Oscars
1938,CINEMATOGRAPHY,The Good Earth,True,Oscars
1938,CINEMATOGRAPHY,Wings over Honolulu,False,Oscars
1938,DANCE DIRECTION,Varsity Show,False,Oscars
1938,DANCE DIRECTION,"Ready, Willing and Able",False,Oscars
1938,DANCE DIRECTION,A Day at the Races,False,Oscars
1938,DANCE DIRECTION,Ali Baba Goes to Town,False,Oscars
1938,DANCE DIRECTION,Thin Ice,False,Oscars
1938,DANCE DIRECTION,A Damsel in Distress,True,Oscars
1938,DANCE DIRECTION,Waikiki Wedding,False,Oscars
1938,DIRECTING,The Awful Truth,True,Oscars
1938,DIRECTING,The Good Earth,False,Oscars
1938,DIRECTING,The Life of Emile Zola,False,Oscars
1938,DIRECTING,Stage Door,False,Oscars
1938,DIRECTING,A Star Is Born,False,Oscars
1938,FILM EDITING,The Awful Truth,False,Oscars
1938,FILM EDITING,Captains Courageous,False,Oscars
1938,FILM EDITING,The Good Earth,False,Oscars
1938,FILM EDITING,Lost Horizon,True,Oscars
1938,FILM EDITING,One Hundred Men and a Girl,False,Oscars
1938,MUSIC (Scoring),The Hurricane,False,Oscars
1938,MUSIC (Scoring),In Old Chicago,False,Oscars
1938,MUSIC (Scoring),The Life of Emile Zola,False,Oscars
1938,MUSIC (Scoring),Lost Horizon,False,Oscars
1938,MUSIC (Scoring),Make a Wish,False,Oscars
1938,MUSIC (Scoring),Maytime,False,Oscars
1938,MUSIC (Scoring),One Hundred Men and a Girl,True,Oscars
1938,MUSIC (Scoring),Portia on Trial,False,Oscars
1938,MUSIC (Scoring),The Prisoner of Zenda,False,Oscars
1938,MUSIC (Scoring),Quality Street,False,Oscars
1938,MUSIC (Scoring),Snow White and the Seven Dwarfs,False,Oscars
1938,MUSIC (Scoring),Something to Sing About,False,Oscars
1938,MUSIC (Scoring),Souls at Sea,False,Oscars
1938,MUSIC (Scoring),Way Out West,False,Oscars
1938,MUSIC (Song),Mr. Dodd Takes the Air,False,Oscars
1938,MUSIC (Song),Waikiki Wedding,True,Oscars
1938,MUSIC (Song),Walter Wanger's Vogues of 1938,False,Oscars
1938,MUSIC (Song),Shall We Dance,False,Oscars
1938,MUSIC (Song),Artists and Models,False,Oscars
1938,OUTSTANDING PRODUCTION,The Awful Truth,False,Oscars
1938,OUTSTANDING PRODUCTION,Captains Courageous,False,Oscars
1938,OUTSTANDING PRODUCTION,Dead End,False,Oscars
1938,OUTSTANDING PRODUCTION,The Good Earth,False,Oscars
1938,OUTSTANDING PRODUCTION,In Old Chicago,False,Oscars
1938,OUTSTANDING PRODUCTION,The Life of Emile Zola,True,Oscars
1938,OUTSTANDING PRODUCTION,Lost Horizon,False,Oscars
1938,OUTSTANDING PRODUCTION,One Hundred Men and a Girl,False,Oscars
1938,OUTSTANDING PRODUCTION,Stage Door,False,Oscars
1938,OUTSTANDING PRODUCTION,A Star Is Born,False,Oscars
1938,SHORT SUBJECT (Cartoon),Educated Fish,False,Oscars
1938,SHORT SUBJECT (Cartoon),The Little Match Girl,False,Oscars
1938,SHORT SUBJECT (Cartoon),The Old Mill,True,Oscars
1938,SHORT SUBJECT (Color),The Man without a Country,False,Oscars
1938,SHORT SUBJECT (Color),Penny Wisdom,True,Oscars
1938,SHORT SUBJECT (Color),Popular Science J-7-1,False,Oscars
1938,SHORT SUBJECT (One-reel),A Night at the Movies,False,Oscars
1938,SHORT SUBJECT (One-reel),The Private Life of the Gannets,True,Oscars
1938,SHORT SUBJECT (One-reel),Romance of Radium,False,Oscars
1938,SHORT SUBJECT (Two-reel),Deep South,False,Oscars
1938,SHORT SUBJECT (Two-reel),Should Wives Work?,False,Oscars
1938,SHORT SUBJECT (Two-reel),Torture Money,True,Oscars
1938,SOUND RECORDING,The Girl Said No,False,Oscars
1938,SOUND RECORDING,Hitting a New High,False,Oscars
1938,SOUND RECORDING,The Hurricane,True,Oscars
1938,SOUND RECORDING,In Old Chicago,False,Oscars
1938,SOUND RECORDING,The Life of Emile Zola,False,Oscars
1938,SOUND RECORDING,Lost Horizon,False,Oscars
1938,SOUND RECORDING,Maytime,False,Oscars
1938,SOUND RECORDING,One Hundred Men and a Girl,False,Oscars
1938,SOUND RECORDING,Topper,False,Oscars
1938,SOUND RECORDING,Wells Fargo,False,Oscars
1938,WRITING (Original Story),Black Legion,False,Oscars
1938,WRITING (Original Story),In Old Chicago,False,Oscars
1938,WRITING (Original Story),The Life of Emile Zola,False,Oscars
1938,WRITING (Original Story),One Hundred Men and a Girl,False,Oscars
1938,WRITING (Original Story),A Star Is Born,True,Oscars
1938,WRITING (Screenplay),The Awful Truth,False,Oscars
1938,WRITING (Screenplay),Captains Courageous,False,Oscars
1938,WRITING (Screenplay),The Life of Emile Zola,True,Oscars
1938,WRITING (Screenplay),Stage Door,False,Oscars
1938,WRITING (Screenplay),A Star Is Born,False,Oscars
1938,SPECIAL AWARD,,True,Oscars
1938,SPECIAL AWARD,,True,Oscars
1938,SPECIAL AWARD,,True,Oscars
1938,SPECIAL AWARD,A Star Is Born,True,Oscars
1938,IRVING G. THALBERG MEMORIAL AWARD,,True,Oscars
1939,ACTOR,Algiers,False,Oscars
1939,ACTOR,Angels with Dirty Faces,False,Oscars
1939,ACTOR,The Citadel,False,Oscars
1939,ACTOR,Pygmalion,False,Oscars
1939,ACTOR,Boys Town,True,Oscars
1939,ACTOR IN A SUPPORTING ROLE,Kentucky,True,Oscars
1939,ACTOR IN A SUPPORTING ROLE,Four Daughters,False,Oscars
1939,ACTOR IN A SUPPORTING ROLE,Algiers,False,Oscars
1939,ACTOR IN A SUPPORTING ROLE,Marie Antoinette,False,Oscars
1939,ACTOR IN A SUPPORTING ROLE,If I Were King,False,Oscars
1939,ACTRESS,White Banners,False,Oscars
1939,ACTRESS,Jezebel,True,Oscars
1939,ACTRESS,Pygmalion,False,Oscars
1939,ACTRESS,Marie Antoinette,False,Oscars
1939,ACTRESS,Three Comrades,False,Oscars
1939,ACTRESS IN A SUPPORTING ROLE,Jezebel,True,Oscars
1939,ACTRESS IN A SUPPORTING ROLE,Of Human Hearts,False,Oscars
1939,ACTRESS IN A SUPPORTING ROLE,Merrily We Live,False,Oscars
1939,ACTRESS IN A SUPPORTING ROLE,You Can't Take It with You,False,Oscars
1939,ACTRESS IN A SUPPORTING ROLE,The Great Waltz,False,Oscars
1939,ART DIRECTION,The Adventures of Robin Hood,True,Oscars
1939,ART DIRECTION,The Adventures of Tom Sawyer,False,Oscars
1939,ART DIRECTION,Alexander's Ragtime Band,False,Oscars
1939,ART DIRECTION,Algiers,False,Oscars
1939,ART DIRECTION,Carefree,False,Oscars
1939,ART DIRECTION,The Goldwyn Follies,False,Oscars
1939,ART DIRECTION,Holiday,False,Oscars
1939,ART DIRECTION,If I Were King,False,Oscars
1939,ART DIRECTION,Mad about Music,False,Oscars
1939,ART DIRECTION,Marie Antoinette,False,Oscars
1939,ART DIRECTION,Merrily We Live,False,Oscars
1939,CINEMATOGRAPHY,Algiers,False,Oscars
1939,CINEMATOGRAPHY,Army Girl,False,Oscars
1939,CINEMATOGRAPHY,The Buccaneer,False,Oscars
1939,CINEMATOGRAPHY,The Great Waltz,True,Oscars
1939,CINEMATOGRAPHY,Jezebel,False,Oscars
1939,CINEMATOGRAPHY,Mad about Music,False,Oscars
1939,CINEMATOGRAPHY,Merrily We Live,False,Oscars
1939,CINEMATOGRAPHY,Suez,False,Oscars
1939,CINEMATOGRAPHY,Vivacious Lady,False,Oscars
1939,CINEMATOGRAPHY,You Can't Take It with You,False,Oscars
1939,CINEMATOGRAPHY,The Young in Heart,False,Oscars
1939,DIRECTING,Angels with Dirty Faces,False,Oscars
1939,DIRECTING,Boys Town,False,Oscars
1939,DIRECTING,The Citadel,False,Oscars
1939,DIRECTING,Four Daughters,False,Oscars
1939,DIRECTING,You Can't Take It with You,True,Oscars
1939,FILM EDITING,The Adventures of Robin Hood,True,Oscars
1939,FILM EDITING,Alexander's Ragtime Band,False,Oscars
1939,FILM EDITING,The Great Waltz,False,Oscars
1939,FILM EDITING,Test Pilot,False,Oscars
1939,FILM EDITING,You Can't Take It with You,False,Oscars
1939,MUSIC (Original Score),The Adventures of Robin Hood,True,Oscars
1939,MUSIC (Original Score),Army Girl,False,Oscars
1939,MUSIC (Original Score),Block-Heads,False,Oscars
1939,MUSIC (Original Score),Blockade,False,Oscars
1939,MUSIC (Original Score),Breaking the Ice,False,Oscars
1939,MUSIC (Original Score),The Cowboy and the Lady,False,Oscars
1939,MUSIC (Original Score),If I Were King,False,Oscars
1939,MUSIC (Original Score),Marie Antoinette,False,Oscars
1939,MUSIC (Original Score),Pacific Liner,False,Oscars
1939,MUSIC (Original Score),Suez,False,Oscars
1939,MUSIC (Original Score),The Young in Heart,False,Oscars
1939,MUSIC (Scoring),Alexander's Ragtime Band,True,Oscars
1939,MUSIC (Scoring),Carefree,False,Oscars
1939,MUSIC (Scoring),Girls' School,False,Oscars
1939,MUSIC (Scoring),The Goldwyn Follies,False,Oscars
1939,MUSIC (Scoring),Jezebel,False,Oscars
1939,MUSIC (Scoring),Mad about Music,False,Oscars
1939,MUSIC (Scoring),Storm over Bengal,False,Oscars
1939,MUSIC (Scoring),Sweethearts,False,Oscars
1939,MUSIC (Scoring),There Goes My Heart,False,Oscars
1939,MUSIC (Scoring),Tropic Holiday,False,Oscars
1939,MUSIC (Scoring),The Young in Heart,False,Oscars
1939,MUSIC (Song),Mannequin,False,Oscars
1939,MUSIC (Song),Carefree,False,Oscars
1939,MUSIC (Song),The Cowboy and the Lady,False,Oscars
1939,MUSIC (Song),Under Western Stars,False,Oscars
1939,MUSIC (Song),Going Places,False,Oscars
1939,MUSIC (Song),Merrily We Live,False,Oscars
1939,MUSIC (Song),The Lady Objects,False,Oscars
1939,MUSIC (Song),That Certain Age,False,Oscars
1939,MUSIC (Song),Alexander's Ragtime Band,False,Oscars
1939,MUSIC (Song),The Big Broadcast of 1938,True,Oscars
1939,OUTSTANDING PRODUCTION,The Adventures of Robin Hood,False,Oscars
1939,OUTSTANDING PRODUCTION,Alexander's Ragtime Band,False,Oscars
1939,OUTSTANDING PRODUCTION,Boys Town,False,Oscars
1939,OUTSTANDING PRODUCTION,The Citadel,False,Oscars
1939,OUTSTANDING PRODUCTION,Four Daughters,False,Oscars
1939,OUTSTANDING PRODUCTION,Grand Illusion,False,Oscars
1939,OUTSTANDING PRODUCTION,Jezebel,False,Oscars
1939,OUTSTANDING PRODUCTION,Pygmalion,False,Oscars
1939,OUTSTANDING PRODUCTION,Test Pilot,False,Oscars
1939,OUTSTANDING PRODUCTION,You Can't Take It with You,True,Oscars
1939,SHORT SUBJECT (Cartoon),Brave Little Tailor,False,Oscars
1939,SHORT SUBJECT (Cartoon),Ferdinand the Bull,True,Oscars
1939,SHORT SUBJECT (Cartoon),Good Scouts,False,Oscars
1939,SHORT SUBJECT (Cartoon),Hunky and Spunky,False,Oscars
1939,SHORT SUBJECT (Cartoon),Mother Goose Goes Hollywood,False,Oscars
1939,SHORT SUBJECT (One-reel),The Great Heart,False,Oscars
1939,SHORT SUBJECT (One-reel),That Mothers Might Live,True,Oscars
1939,SHORT SUBJECT (One-reel),Timber Toppers,False,Oscars
1939,SHORT SUBJECT (Two-reel),Declaration of Independence,True,Oscars
1939,SHORT SUBJECT (Two-reel),Swingtime in the Movies,False,Oscars
1939,SHORT SUBJECT (Two-reel),They're Always Caught,False,Oscars
1939,SOUND RECORDING,Army Girl,False,Oscars
1939,SOUND RECORDING,The Cowboy and the Lady,True,Oscars
1939,SOUND RECORDING,Four Daughters,False,Oscars
1939,SOUND RECORDING,If I Were King,False,Oscars
1939,SOUND RECORDING,Merrily We Live,False,Oscars
1939,SOUND RECORDING,Suez,False,Oscars
1939,SOUND RECORDING,Sweethearts,False,Oscars
1939,SOUND RECORDING,That Certain Age,False,Oscars
1939,SOUND RECORDING,Vivacious Lady,False,Oscars
1939,SOUND RECORDING,You Can't Take It with You,False,Oscars
1939,WRITING (Original Story),Alexander's Ragtime Band,False,Oscars
1939,WRITING (Original Story),Angels with Dirty Faces,False,Oscars
1939,WRITING (Original Story),Blockade,False,Oscars
1939,WRITING (Original Story),Boys Town,True,Oscars
1939,WRITING (Original Story),Mad about Music,False,Oscars
1939,WRITING (Original Story),Test Pilot,False,Oscars
1939,WRITING (Screenplay),Boys Town,False,Oscars
1939,WRITING (Screenplay),The Citadel,False,Oscars
1939,WRITING (Screenplay),Four Daughters,False,Oscars
1939,WRITING (Screenplay),Pygmalion,True,Oscars
1939,WRITING (Screenplay),You Can't Take It with You,False,Oscars
1939,SPECIAL AWARD,,True,Oscars
1939,SPECIAL AWARD,,True,Oscars
1939,SPECIAL AWARD,Snow White and the Seven Dwarfs,True,Oscars
1939,SPECIAL AWARD,Sweethearts,True,Oscars
1939,SPECIAL AWARD,Spawn of the North,True,Oscars
1939,SPECIAL AWARD,,True,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,False,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,False,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,False,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,False,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,True,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,False,Oscars
1939,IRVING G. THALBERG MEMORIAL AWARD,,False,Oscars
1940,ACTOR,"Goodbye, Mr. Chips",True,Oscars
1940,ACTOR,Gone with the Wind,False,Oscars
1940,ACTOR,Wuthering Heights,False,Oscars
1940,ACTOR,Babes in Arms,False,Oscars
1940,ACTOR,Mr. Smith Goes to Washington,False,Oscars
1940,ACTOR IN A SUPPORTING ROLE,Juarez,False,Oscars
1940,ACTOR IN A SUPPORTING ROLE,Mr. Smith Goes to Washington,False,Oscars
1940,ACTOR IN A SUPPORTING ROLE,Beau Geste,False,Oscars
1940,ACTOR IN A SUPPORTING ROLE,Stagecoach,True,Oscars
1940,ACTOR IN A SUPPORTING ROLE,Mr. Smith Goes to Washington,False,Oscars
1940,ACTRESS,Dark Victory,False,Oscars
1940,ACTRESS,Love Affair,False,Oscars
1940,ACTRESS,Ninotchka,False,Oscars
1940,ACTRESS,"Goodbye, Mr. Chips",False,Oscars
1940,ACTRESS,Gone with the Wind,True,Oscars
1940,ACTRESS IN A SUPPORTING ROLE,Gone with the Wind,False,Oscars
1940,ACTRESS IN A SUPPORTING ROLE,Wuthering Heights,False,Oscars
1940,ACTRESS IN A SUPPORTING ROLE,Gone with the Wind,True,Oscars
1940,ACTRESS IN A SUPPORTING ROLE,Drums along the Mohawk,False,Oscars
1940,ACTRESS IN A SUPPORTING ROLE,Love Affair,False,Oscars
1940,ART DIRECTION,Beau Geste,False,Oscars
1940,ART DIRECTION,Captain Fury,False,Oscars
1940,ART DIRECTION,First Love,False,Oscars
1940,ART DIRECTION,Gone with the Wind,True,Oscars
1940,ART DIRECTION,Love Affair,False,Oscars
1940,ART DIRECTION,Man of Conquest,False,Oscars
1940,ART DIRECTION,Mr. Smith Goes to Washington,False,Oscars
1940,ART DIRECTION,The Private Lives of Elizabeth and Essex,False,Oscars
1940,ART DIRECTION,The Rains Came,False,Oscars
1940,ART DIRECTION,Stagecoach,False,Oscars
1940,ART DIRECTION,The Wizard of Oz,False,Oscars
1940,ART DIRECTION,Wuthering Heights,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),First Love,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),The Great Victor Herbert,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Gunga Din,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Intermezzo,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Juarez,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Lady of the Tropics,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Of Mice and Men,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Only Angels Have Wings,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),The Rains Came,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Stagecoach,False,Oscars
1940,CINEMATOGRAPHY (Black-and-White),Wuthering Heights,True,Oscars
1940,CINEMATOGRAPHY (Color),Drums along the Mohawk,False,Oscars
1940,CINEMATOGRAPHY (Color),Four Feathers,False,Oscars
1940,CINEMATOGRAPHY (Color),Gone with the Wind,True,Oscars
1940,CINEMATOGRAPHY (Color),The Mikado,False,Oscars
1940,CINEMATOGRAPHY (Color),The Private Lives of Elizabeth and Essex,False,Oscars
1940,CINEMATOGRAPHY (Color),The Wizard of Oz,False,Oscars
1940,DIRECTING,Gone with the Wind,True,Oscars
1940,DIRECTING,"Goodbye, Mr. Chips",False,Oscars
1940,DIRECTING,Mr. Smith Goes to Washington,False,Oscars
1940,DIRECTING,Stagecoach,False,Oscars
1940,DIRECTING,Wuthering Heights,False,Oscars
1940,FILM EDITING,Gone with the Wind,True,Oscars
1940,FILM EDITING,"Goodbye, Mr. Chips",False,Oscars
1940,FILM EDITING,Mr. Smith Goes to Washington,False,Oscars
1940,FILM EDITING,The Rains Came,False,Oscars
1940,FILM EDITING,Stagecoach,False,Oscars
1940,MUSIC (Original Score),Dark Victory,False,Oscars
1940,MUSIC (Original Score),Eternally Yours,False,Oscars
1940,MUSIC (Original Score),Golden Boy,False,Oscars
1940,MUSIC (Original Score),Gone with the Wind,False,Oscars
1940,MUSIC (Original Score),Gulliver's Travels,False,Oscars
1940,MUSIC (Original Score),The Man in the Iron Mask,False,Oscars
1940,MUSIC (Original Score),Man of Conquest,False,Oscars
1940,MUSIC (Original Score),Nurse Edith Cavell,False,Oscars
1940,MUSIC (Original Score),Of Mice and Men,False,Oscars
1940,MUSIC (Original Score),The Rains Came,False,Oscars
1940,MUSIC (Original Score),The Wizard of Oz,True,Oscars
1940,MUSIC (Original Score),Wuthering Heights,False,Oscars
1940,MUSIC (Scoring),Babes in Arms,False,Oscars
1940,MUSIC (Scoring),First Love,False,Oscars
1940,MUSIC (Scoring),The Great Victor Herbert,False,Oscars
1940,MUSIC (Scoring),The Hunchback of Notre Dame,False,Oscars
1940,MUSIC (Scoring),Intermezzo,False,Oscars
1940,MUSIC (Scoring),Mr. Smith Goes to Washington,False,Oscars
1940,MUSIC (Scoring),Of Mice and Men,False,Oscars
1940,MUSIC (Scoring),The Private Lives of Elizabeth and Essex,False,Oscars
1940,MUSIC (Scoring),She Married a Cop,False,Oscars
1940,MUSIC (Scoring),Stagecoach,True,Oscars
1940,MUSIC (Scoring),Swanee River,False,Oscars
1940,MUSIC (Scoring),They Shall Have Music,False,Oscars
