title,critic_score,audience_score
The Mutations,,37.0
Juggernaut,80.0,56.0
11 Harrowhouse,,79.0
The House on Skull Mountain,,22.0
The Gambler,,
Gambler,,
The Taking of Pelham One Two Three,98.0,88.0
The Taking of Pelham One Two Three,98.0,88.0
Female Trouble,90.0,85.0
Law and Disorder,40.0,40.0
Shanks,,33.0
The Cars That Ate Paris,65.0,35.0
Black Christmas,14.0,38.0
Benji,86.0,55.0
Airport 1975,30.0,38.0
It's Alive!,,20.0
The Crazy World of Julius Vrooder,,
Mixed Company,,60.0
Mahler,75.0,77.0
Stardust,77.0,86.0
The Klansman,22.0,25.0
Phantom of the Paradise,82.0,84.0
The Four Musketeers,77.0,74.0
The Savage Is Loose,,40.0
The Savage Is Loose,,40.0
Open Season,49.0,57.0
Blood for Dracula,67.0,61.0
The Little Prince,,88.0
Confessions of a Window Cleaner,,28.0
All the Kind Strangers,,23.0
The Life and Times of Grizzly Adams,,80.0
The Life and Times of Grizzly Adams,,80.0
The Trial of Billy Jack,40.0,48.0
The Trial of Billy Jack,40.0,48.0
The Abdication,,
Earthquake,44.0,36.0
Lenny,87.0,88.0
Seizure,,3.0
Animals Are Beautiful People,,89.0
Great Expectations,,
The Tamarind Seed,,75.0
The 6 Ultra Brothers vs. The Monster Army,,
The Phantom of Liberty,85.0,91.0
Murder on the Orient Express,90.0,78.0
The Land That Time Forgot,,8.0
Emmanuelle,38.0,43.0
"Soft Beds, Hard Battles",,55.0
The Photographer,,
Photographer,,
Alice Doesn't Live Here Anymore,92.0,81.0
F for Fake,88.0,88.0
The Towering Inferno,68.0,72.0
Young Frankenstein,95.0,92.0
The Front Page,,
Front Page,,
Black Christmas,14.0,38.0
"The Godfather, Part II",96.0,97.0
Hearts and Minds,91.0,90.0
The Island at the Top of the World,50.0,47.0
The Island at the Top of the World,50.0,47.0
The Man With the Golden Gun,42.0,55.0
Swept Away... by an Unusual Destiny in the Blue Sea of August,59.0,80.0
Abby,,41.0
Freebie and the Bean,23.0,67.0
Where the Lilies Bloom,,84.0
Espy,,
Jaws,97.0,90.0
One Flew Over the Cuckoo's Nest,93.0,96.0
Shampoo,68.0,56.0
Dog Day Afternoon,96.0,90.0
The Return of the Pink Panther,86.0,82.0
Three Days of the Condor,87.0,82.0
The Rocky Horror Picture Show,80.0,85.0
The Rocky Horror Picture Show,80.0,85.0
Funny Lady,30.0,55.0
The Other Side of the Mountain,,
The Other Side of the Mountain,,79.0
Tommy,,
Flame,,54.0
Mr. Ricco,,33.0
And Then There Were None,100.0,77.0
Rafferty and the Gold Dust Twins,71.0,44.0
Report to the Commissioner,43.0,60.0
The Strongest Man in the World,,38.0
Shampoo,68.0,56.0
The Stepford Wives,26.0,30.0
Jacques Brel Is Alive and Well and Living in Paris,,
Mahler,75.0,77.0
At Long Last Love,22.0,40.0
Man Friday,33.0,65.0
Deep Red,,29.0
Mirror,,40.0
Funny Lady,30.0,55.0
The Great Waldo Pepper,67.0,57.0
The Prisoner of Second Avenue,44.0,67.0
The Prisoner of Second Avenue,44.0,67.0
Rancho Deluxe,73.0,40.0
Terror of Mechagodzilla,43.0,60.0
In Celebration,,60.0
Tommy,,
The Yakuza,60.0,72.0
The Yakuza,60.0,72.0
Escape to Witch Mountain,73.0,59.0
Rosebud,44.0,20.0
Brannigan,25.0,40.0
"Brother, Can You Spare a Dime?",,57.0
The Manchu Eagle Murder Caper Mystery,,
"Sheba, Baby",29.0,30.0
Smoke in the Wind,,
Capone,40.0,24.0
The Passenger,,
The Passenger,88.0,84.0
The Maids,,69.0
"Aloha, Bobby and Rose",,61.0
Dolemite,57.0,66.0
Death Race 2000,82.0,63.0
Monty Python and the Holy Grail,96.0,95.0
The Switchblade Sisters,56.0,70.0
Seven Beauties,67.0,88.0
The Day of the Locust,63.0,76.0
The Specialist,,20.0
The Happy Hooker,,
The Happy Hooker,,
The Wild Party,,
End of the Game,43.0,29.0
Moonrunners,,57.0
Sheila Levine Is Dead and Living in New York,43.0,57.0
The Man in the Glass Booth,80.0,73.0
The Fortune,36.0,34.0
"Cornbread, Earl and Me",,86.0
The Eiger Sanction,67.0,54.0
The Eiger Sanction,67.0,54.0
French Connection II,82.0,62.0
The Return of the Pink Panther,86.0,82.0
W.W. and the Dixie Dancekings,,28.0
Breakout,,
The Wind and the Lion,63.0,69.0
The Wind and the Lion,63.0,69.0
Lepke,,43.0
The Hiding Place,,91.0
The Hiding Place,,87.0
Las Vegas Lady,,0.0
Black Vengeance,,
The Ultimate Warrior,33.0,34.0
Love and Death,100.0,90.0
Nashville,89.0,84.0
Night Moves,84.0,71.0
Blazing Stewardesses,,11.0
Sunday Too Far Away,,79.0
Bug,61.0,34.0
The Devil's Rain,17.0,34.0
Jaws,97.0,90.0
Once Is Not Enough,,11.0
Shining Star,,67.0
Bite the Bullet,73.0,54.0
Cooley High,89.0,89.0
Rollerball,67.0,62.0
Doc Savage: The Man of Bronze,,57.0
Race With the Devil,71.0,56.0
The Apple Dumpling Gang,56.0,60.0
Bucktown,40.0,51.0
Little Moon and Jud McGraw,,25.0
One of Our Dinosaurs Is Missing,,68.0
Smile,,
The Drowning Pool,,
The Drowning Pool,53.0,47.0
Cleopatra Jones and the Casino of Gold,,47.0
White Line Fever,29.0,55.0
Cover Girl Models,,20.0
Return to Macon County,,57.0
The Other Side of the Mountain,,
The Other Side of the Mountain,,79.0
Zorro,,58.0
Mandingo,29.0,64.0
The Wilby Conspiracy,67.0,45.0
The Candy Tangerine Man,,60.0
The Candy Tangerine Man,,60.0
Hennessy,,22.0
The Man From Hong Kong,100.0,63.0
Infra-Man,100.0,75.0
Dersu Uzala,73.0,94.0
Killing Moon,,
That Lucky Touch,,
Journey Into Fear,,
Picnic at Hanging Rock,92.0,83.0
Get Down and Boogie,60.0,39.0
The Land That Time Forgot,,8.0
The Rocky Horror Picture Show,80.0,85.0
The Rocky Horror Picture Show,80.0,85.0
Coonskin,,79.0
The Great McGonagall,,40.0
92 in the Shade,,53.0
It Seemed Like a Good Idea at the Time,,0.0
Mitchell,,29.0
Swept Away... by an Unusual Destiny in the Blue Sea of August,59.0,80.0
"Give 'Em Hell, Harry!",100.0,82.0
Dog Day Afternoon,96.0,90.0
Three Days of the Condor,87.0,82.0
The Master Gunfighter,,50.0
The Master Gunfighter,,50.0
Conduct Unbecoming,63.0,39.0
Hearts of the West,90.0,42.0
Mahogany,29.0,75.0
Lisztomania,46.0,60.0
Royal Flash,50.0,64.0
Let's Do It Again,60.0,86.0
The Divine Nymph,,
Whiffs,,
Rooster Cogburn,45.0,70.0
Hester Street,79.0,68.0
Diamonds,,
The Giant Spider Invasion,,14.0
Take a Hard Ride,,27.0
Challenge to Be Free,,72.0
Crazy Mama,92.0,39.0
Overlord,89.0,73.0
Winterhawk,,73.0
Out of Season,,8.0
The Sunshine Boys,71.0,72.0
The Sunshine Boys,71.0,72.0
Stardust,77.0,86.0
A Boy and His Dog,,
The Human Factor,33.0,28.0
The Human Factor,33.0,28.0
One Flew Over the Cuckoo's Nest,93.0,96.0
Permission to Kill,,
Inserts,69.0,56.0
The Wrong Move,71.0,62.0
The Romantic Englishwoman,80.0,38.0
The Romantic Englishwoman,80.0,38.0
Inside Out,,37.0
Operation Daybreak,,77.0
Peeper,22.0,47.0
Against a Crooked Sky,,37.0
Six Pack Annie,,
Psychic Killer,,29.0
The Adventure of Sherlock Holmes' Smarter Brother,56.0,57.0
Deadly Hero,,75.0
Barry Lyndon,87.0,92.0
The Man Who Would Be King,97.0,90.0
The Adventures of the Wilderness Family,,60.0
Carry on Behind,,51.0
Killer Elite,28.0,42.0
Snow White and the Seven Dwarfs,97.0,78.0
The Story of Adele H,93.0,80.0
The Story of Adele H,93.0,80.0
Aaron Loves Angela,,83.0
The Black Bird,27.0,50.0
Breakheart Pass,68.0,59.0
Friday Foster,,41.0
Hustle,,24.0
Ride a Wild Pony,,60.0
Rocky,,
A Star Is Born,90.0,80.0
King Kong,84.0,50.0
The Silver Streak,,
All the President's Men,94.0,92.0
The Omen,26.0,40.0
The Enforcer,69.0,59.0
Midway,41.0,71.0
Bad News Bears,48.0,46.0
"Jim, the World's Greatest",,
Killer Force,,9.0
Dr. Black and Mr. Hyde,,13.0
The Four Deuces,,17.0
"Next Stop, Greenwich Village",86.0,64.0
Echoes of a Summer,,57.0
Taxi Driver,89.0,93.0
Hot Potato,,5.0
Gable and Lombard,0.0,46.0
"No Deposit, No Return",,66.0
Jack and the Beanstalk,,72.0
Deadly Hero,,75.0
The Killing of a Chinese Bookie,79.0,83.0
Grey Gardens,94.0,85.0
Griffin and Phoenix: A Love Story,,75.0
The First Nudie Musical,86.0,51.0
The First Nudie Musical,86.0,51.0
Black Shampoo,,48.0
Creature From Black Lake,,33.0
Robin and Marian,73.0,53.0
"I Will, I Will... for Now",40.0,
Moving Violation,,
The Man Who Fell to Earth,,67.0
The Man Who Fell to Earth,79.0,69.0
Mustang Country,,
The Slipper and the Rose,,90.0
Bobbie Jo and the Outlaw,,41.0
Ride a Wild Pony,,60.0
Sky Riders,,38.0
Caddie,,44.0
The Duchess and the Dirtwater Fox,50.0,55.0
Lipstick,18.0,35.0
The Blue Bird,,
Blue Bird,,
Bad News Bears,48.0,46.0
Sparkle,78.0,
All the President's Men,94.0,92.0
Family Plot,93.0,62.0
Jackson County Jail,,36.0
The Sailor Who Fell from Grace with the Sea,75.0,50.0
The Sailor Who Fell from Grace with the Sea,75.0,50.0
The River Niger,,44.0
Eat My Dust!,,36.0
Stay Hungry,67.0,40.0
Hollywood Boulevard,,46.0
Baby Blue Marine,,
The Missouri Breaks,79.0,60.0
The Premonition,,25.0
Premonition,8.0,50.0
1900,50.0,84.0
Embryo,,16.0
Hawmps!,,85.0
Drive-In,,60.0
"Mother, Jugs & Speed",53.0,53.0
"Won Ton Ton, the Dog Who Saved Hollywood",14.0,60.0
Leadbelly,,
The Little Girl Who Lives Down the Lane,93.0,75.0
Shoot,,46.0
The Last Hard Men,,53.0
Breaking Point,,45.0
Ode to Billy Joe,44.0,79.0
The Cars That Ate Paris,65.0,35.0
The Tenant,,16.0
The Tenant,84.0,87.0
Harry and Walter Go to New York,50.0,32.0
Silent Movie,79.0,72.0
The Food of the Gods,18.0,26.0
The Food of the Gods,18.0,26.0
Midway,41.0,71.0
The Big Bus,64.0,56.0
The Great Scout & Cathouse Thursday,,45.0
Logan's Run,58.0,67.0
Murder by Death,68.0,82.0
Buffalo Bill and the Indians,65.0,48.0
The Omen,26.0,40.0
Sweet Revenge,,
The Outlaw Josey Wales,91.0,91.0
The Outlaw Josey Wales,91.0,91.0
Treasure of Matecumbe,,47.0
Cannonball,0.0,35.0
Gus,,57.0
Mad Dog Morgan,,40.0
Shadow of the Hawk,,39.0
At the Earth's Core,33.0,33.0
The Bingo Long Traveling All-Stars and Motor Kings,87.0,65.0
Lifeguard,47.0,72.0
Special Delivery,,23.0
The Ape,100.0,56.0
Futureworld,36.0,30.0
Swashbuckler,40.0,56.0
Drum,11.0,53.0
Squirm,27.0,27.0
St. Ives,33.0,41.0
Obsession,,
The Wackiest Wagon Train in the West,,17.0
The Wackiest Wagon Train in the West,,17.0
The Return of a Man Called Horse,55.0,42.0
From Noon Till Three,43.0,60.0
The Devil's Playground,100.0,66.0
The Devil's Playground,,
The Ritz,67.0,79.0
The Great Texas Dynamite Chase,,41.0
The Great Texas Dynamite Chase,,41.0
The Gumball Rally,29.0,65.0
The Gumball Rally,29.0,65.0
The Shootist,,
The Shootist,81.0,88.0
Gator,25.0,43.0
J.D.'s Revenge,50.0,61.0
High Velocity,,60.0
Vigilante Force,17.0,14.0
In the Realm of the Senses,85.0,64.0
Bugsy Malone,79.0,80.0
The Front,,
The Front,69.0,74.0
Mad Dog Morgan,,40.0
Norman... Is That You?,40.0,70.0
A Matter of Time,,
The Smurfs and the Magic Flute,,49.0
Fighting Mad,,
Marathon Man,81.0,81.0
Scorchy,,38.0
"Harlan County, U.S.A.",100.0,92.0
Burnt Offerings,50.0,43.0
The Killer Inside Me,56.0,40.0
The Killer Inside Me,40.0,25.0
Diary of the Dead,,45.0
The Song Remains the Same,75.0,87.0
Car Wash,86.0,60.0
God Told Me To,80.0,51.0
Up,98.0,90.0
The Seven-Per-Cent Solution,72.0,68.0
Carry on England,,27.0
Buffalo Rider,,
Carrie,50.0,44.0
Assault on Precinct 13,60.0,48.0
The Next Man,11.0,21.0
Arab Conspiracy,,
Welcome to L.A.,,46.0
"Alice, Sweet Alice",77.0,61.0
Sybil,,88.0
The Last Tycoon,,61.0
The Last Tycoon,33.0,40.0
Rocky,,
Shout at the Devil,50.0,33.0
Network,91.0,93.0
Bound for Glory,81.0,76.0
A Star Is Born,90.0,80.0
The Silver Streak,,
Alice in Wonderland,,
Queen Kong,,19.0
At the Earth's Core,33.0,33.0
The Pink Panther Strikes Again,72.0,84.0
Tracks,,43.0
The Shaggy D.A.,50.0,44.0
Freaky Friday,88.0,58.0
King Kong,84.0,50.0
The Cassandra Crossing,36.0,52.0
The Cassandra Crossing,36.0,52.0
Across the Great Divide,,50.0
Mikey and Nicky,88.0,78.0
The Enforcer,69.0,59.0
Voyage of the Damned,77.0,52.0
The Monkey Hustle,,20.0
The Town That Dreaded Sundown,66.0,40.0
The Town That Dreaded Sundown,42.0,40.0
In Search of Noah's Ark,,44.0
Star Wars: Episode IV - A New Hope,93.0,96.0
Smokey and the Bandit,72.0,85.0
Close Encounters of the Third Kind,90.0,85.0
Saturday Night Fever,82.0,71.0
The Goodbye Girl,80.0,85.0
The Deep,42.0,38.0
The Deep,42.0,38.0
The Spy Who Loved Me,82.0,77.0
"Oh, God!",75.0,59.0
Annie Hall,97.0,92.0
The Sentinel,35.0,41.0
Pumping Iron,92.0,84.0
Scalpel,,33.0
Providence,73.0,86.0
The Late Show,95.0,77.0
The Late Show,95.0,77.0
Raw Deal,,
Fun With Dick and Jane,29.0,49.0
Twilight's Last Gleaming,80.0,73.0
Wizards,62.0,69.0
Fire Sale,,
In Search of Noah's Ark,,44.0
Thieves,,
The Spell,,
Spell,0.0,
Slap Shot,85.0,88.0
Tentacles,0.0,11.0
Mr. Billion,,12.0
Death Weekend,,28.0
The Farmer,,
The Many Adventures of Winnie the Pooh,100.0,87.0
Black Sunday,86.0,78.0
Airport '77,40.0,32.0
Eraserhead,89.0,82.0
The American Friend,88.0,80.0
The Domino Principle,14.0,20.0
The Domino Principle,14.0,20.0
Breaker! Breaker!,,29.0
Raggedy Ann and Andy: A Musical Adventure,,57.0
Audrey Rose,57.0,43.0
Demon Seed,59.0,47.0
Rabid,78.0,46.0
Jabberwocky,45.0,47.0
Annie Hall,97.0,92.0
3 Women,85.0,86.0
Between the Lines,94.0,52.0
The Man Who Loved Women,82.0,85.0
Bad,67.0,66.0
The Picture Show Man,,40.0
The White Buffalo,17.0,51.0
The White Buffalo,17.0,51.0
The Car,30.0,52.0
The Car,30.0,52.0
Handle With Care,,
Joseph Andrews,,45.0
Cross of Iron,71.0,87.0
The Greatest,,
Star Wars: Episode IV - A New Hope,93.0,96.0
Cinderella,98.0,80.0
Desperate Living,70.0,80.0
Smokey and the Bandit,72.0,85.0
Crossed Swords,,53.0
The Other Side of Midnight,25.0,73.0
For the Love of Benji,,59.0
Grand Theft Auto,27.0,35.0
Rollercoaster,17.0,
Exorcist II: The Heretic,11.0,13.0
The Getting of Wisdom,80.0,50.0
"New York, New York",57.0,58.0
Herbie Goes to Monte Carlo,60.0,57.0
The Rescuers,,
The Rescuers,79.0,68.0
Greased Lightning,,52.0
The Bad News Bears in Breaking Training,50.0,40.0
Stroszek,96.0,92.0
The Spy Who Loved Me,82.0,77.0
I Never Promised You a Rose Garden,40.0,54.0
The Happy Hooker Goes to Washington,,10.0
The Happy Hooker Goes to Washington,,10.0
MacArthur,45.0,60.0
The Last Remake of Beau Geste,50.0,63.0
The Deep,42.0,38.0
The Deep,42.0,38.0
One on One,,
Orca,,
The Hills Have Eyes,52.0,58.0
The Hills Have Eyes,52.0,58.0
Empire of the Ants,5.0,25.0
House!,20.0,
Brothers,,
March or Die,,46.0
The Kentucky Fried Movie,83.0,66.0
The Little Girl Who Lives Down the Lane,93.0,75.0
Sinbad and the Eye of the Tiger,60.0,55.0
Outlaw Blues,,45.0
Suspiria,65.0,72.0
That Obscure Object of Desire,97.0,90.0
"Race for Your Life, Charlie Brown!",50.0,81.0
Thunder and Lightning,,40.0
Joyride,,
You Light Up My Life,17.0,20.0
The Haunting of Julia,,58.0
The Haunting of Julia,,58.0
Soldier of Orange,91.0,87.0
"Another Man, Another Chance",57.0,56.0
Short Eyes,92.0,84.0
Bobby Deerfield,29.0,45.0
A Little Night Music,17.0,29.0
The Yellow Handkerchief,,
The Yellow Handkerchief,65.0,60.0
Julia,,
Roseland,,25.0
"Oh, God!",75.0,59.0
Rolling Thunder,,
The Chicken Chronicles,,55.0
The Chicken Chronicles,,55.0
Starship Invasions,,36.0
Alambrista,100.0,78.0
Equus,70.0,78.0
Looking for Mr. Goodbar,61.0,74.0
Damnation Alley,45.0,34.0
Ruby,57.0,10.0
Madame Rosa,89.0,93.0
Pete's Dragon,56.0,60.0
Heroes,,58.0
First Love,,
Which Way Is Up?,20.0,82.0
Turning Point,,34.0
Close Encounters of the Third Kind,90.0,85.0
The Mouse and His Child,,60.0
The Pack,,19.0
Planet of Dinosaurs,,32.0
Semi-Tough,83.0,33.0
Kingdom of the Spiders,50.0,36.0
The Hobbit: An Unexpected Journey,64.0,83.0
The Hobbit,71.0,65.0
The Goodbye Girl,80.0,85.0
Scott Joplin,,75.0
The Disappearance,,
Disappearance,64.0,
The Last Wave,82.0,79.0
Candleshoe,,71.0
Saturday Night Fever,82.0,71.0
Telefon,44.0,48.0
The World's Greatest Lover,15.0,54.0
The Gauntlet,75.0,54.0
The Gauntlet,75.0,54.0
The Choirboys,40.0,39.0
The Choirboys,40.0,39.0
Summer City,,20.0
The Duellists,74.0,83.0
High Anxiety,75.0,67.0
Opening Night,96.0,90.0
ABBA: The Movie,,68.0
Grayeagle,,70.0
Grease,66.0,87.0
Superman,,
National Lampoon's Animal House,91.0,89.0
Every Which Way But Loose,41.0,56.0
Heaven Can Wait,86.0,69.0
Hooper,57.0,61.0
Jaws 2,62.0,39.0
Revenge of the Pink Panther,84.0,70.0
The Deer Hunter,86.0,91.0
The Deer Hunter,86.0,91.0
Coma,,55.0
"September 30, 1955",,53.0
Get Out Your Handkerchiefs,83.0,75.0
Renaldo and Clara,38.0,67.0
The Class of Miss MacMichael,,
Mean Dog Blues,,
A Night Full of Rain,,33.0
The Boys in Company C,,77.0
The Boys in Company C,,77.0
Jubilee,100.0,58.0
The One and Only,,
One and Only,,
Hans Christian Andersen's The Little Mermaid (Andasen dôwa ningyo-hime),,82.0
The Betsy,17.0,22.0
The Betsy,17.0,22.0
Blue Collar,96.0,88.0
The Other Side of the Mountain Part 2,,77.0
Coming Home,83.0,83.0
The Serpent's Egg,20.0,56.0
The Serpent's Egg,20.0,56.0
Toolbox Murders,50.0,33.0
Fingers,85.0,69.0
Laserblast,,15.0
Sextette,25.0,32.0
Tomorrow Never Comes,,0.0
The Evil,,33.0
The Evil,,33.0
Coach,,0.0
Gray Lady Down,63.0,37.0
Return From Witch Mountain,50.0,39.0
The Fury,,
Fury,,
Big Sleep,,
House Calls,33.0,48.0
American Hot Wax,67.0,85.0
Casey's Shadow,80.0,72.0
An Enemy of the People,,
Straight Time,83.0,83.0
Game of Death,,20.0
Pretty Baby,71.0,58.0
Rabbit Test,,17.0
Deathsport,,27.0
The Medusa Touch,,73.0
Scenic Route,65.0,50.0
Scenic Route,65.0,50.0
Dawn of the Dead,76.0,77.0
Five Days From Home,,
I Wanna Hold Your Hand,90.0,75.0
Jennifer,,40.0
Silver Bears,,33.0
F.I.S.T.,67.0,56.0
The Last Waltz,,
The Last Waltz,98.0,94.0
FM,20.0,63.0
The Manitou,45.0,35.0
The Stud,,
The Stud,,31.0
Warlords of Atlantis,,42.0
It Lives Again,47.0,27.0
The End,56.0,50.0
Martin,90.0,76.0
Nunzio,,
Our Winning Season,,
The Greek Tycoon,0.0,27.0
The Greek Tycoon,0.0,27.0
The Buddy Holly Story,100.0,77.0
Shipwreck,,83.0
Shipwreck,,83.0
Thank God It's Friday,36.0,35.0
In Search of Anna,,
Harper Valley P.T.A.,,54.0
If Ever I See You Again,,86.0
Youngblood,44.0,69.0
American Graffiti,95.0,84.0
Big Wednesday,67.0,87.0
Here Come the Tigers,,33.0
High-Ballin',,28.0
The Bad News Bears Go to Japan,6.0,28.0
Capricorn One,65.0,58.0
Corvette Summer,56.0,43.0
Damien: Omen II,48.0,48.0
The Cat From Outer Space,67.0,59.0
The Cat From Outer Space,67.0,59.0
The Jungle Book,,75.0
Jungle Book,,
The Driver,,8.0
The Driver,79.0,77.0
Go Tell the Spartans,67.0,58.0
The Comeback,,
Comeback,,
Grease,66.0,87.0
Jaws 2,62.0,39.0
The Shout,87.0,68.0
Shout,20.0,39.0
Good Guys Wear Black,17.0,36.0
The Great Smokey Roadblock,,15.0
The Cheap Detective,53.0,57.0
Matilda,,53.0
Zero to Sixty,,17.0
Convoy,,0.0
Heaven Can Wait,86.0,69.0
The Wild Geese,70.0,76.0
The Seniors,,0.0
Hot Lead and Cold Feet,,65.0
Stunt Rock,80.0,30.0
Foul Play,,
Hooper,57.0,61.0
Mouth to Mouth,33.0,49.0
The Swarm,9.0,19.0
The Swarm,9.0,19.0
Revenge of the Pink Panther,84.0,70.0
International Velvet,,72.0
The Hound of the Baskervilles,,
The Hound of the Baskervilles,,69.0
Sgt. Pepper's Lonely Hearts Club Band,11.0,44.0
Star Wars: Episode IV - A New Hope,93.0,96.0
Circle of Iron,38.0,60.0
National Lampoon's Animal House,91.0,89.0
Newsfront,80.0,57.0
Eyes of Laura Mars,61.0,43.0
Interiors,78.0,79.0
The Magic of Lassie,,62.0
The Magic of Lassie,,62.0
Piranha,,
Girlfriends,,
Who'll Stop the Rain?,79.0,63.0
Absolution,,
A Wedding,100.0,86.0
Avalanche,,
Days of Heaven,94.0,89.0
The Odd Job,,14.0
Stay As You Are,,62.0
Almost Summer,,
Born Again,,
Death on the Nile,80.0,79.0
The Legacy,,
Legacy,,
Somebody Killed Her Husband,,
Two Solitudes,,
Patrick,40.0,
Remember My Name,70.0,40.0
Boys From Brazil,,
Drunken Master - The Beginning,81.0,85.0
The Norseman,,9.0
Who Is Killing the Great Chefs of Europe?,77.0,70.0
The Big Fix,86.0,84.0
The Big Fix,88.0,49.0
Bloodbrothers,,50.0
Midnight Express,90.0,88.0
Goin' South,69.0,49.0
Rescue From Gilligan's Island,,44.0
Goin' Coconuts,,40.0
Autumn Sonata,85.0,92.0
Attack of the Killer Tomatoes,27.0,42.0
Despair,65.0,76.0
The Wiz,44.0,65.0
Comes a Horseman,67.0,54.0
Money Movers,,56.0
The Great Bank Hoax,,12.0
Power Play,,
Watership Down,79.0,86.0
Magic,87.0,64.0
Slow Dancing in the Big City,,
The Children of Sanchez,,59.0
Paradise Alley,40.0,44.0
The Wild Geese,70.0,76.0
Killer of Sheep,98.0,84.0
Blue Fin,,56.0
The Further Adventures of the Wilderness Family,,48.0
Just a Gigolo,33.0,38.0
The Lord of the Rings,49.0,64.0
The Lord of the Rings,49.0,64.0
The Long Weekend,,38.0
Movie Movie,,57.0
"Same Time, Next Year",40.0,85.0
I Spit on Your Grave,51.0,40.0
The Brink's Job,70.0,56.0
The Brink's Job,70.0,56.0
The Deer Hunter,86.0,91.0
The Deer Hunter,86.0,91.0
Force 10 From Navarone,67.0,56.0
Killer's Moon,,8.0
Oliver's Story,25.0,24.0
Superman,,
Pinocchio,0.0,33.0
Uncle Joe Shannon,,
Every Which Way But Loose,41.0,56.0
King of the Gypsies,67.0,62.0
Starcrash,33.0,36.0
Brass Target,,35.0
California Suite,48.0,45.0
Moment by Moment,22.0,24.0
They Went That-A-Way and That-A-Way,,0.0
Ice Castles,44.0,68.0
Kramer vs. Kramer,89.0,89.0
The Amityville Horror,31.0,52.0
The Amityville Horror,24.0,52.0
Rocky II,71.0,82.0
Star Trek: The Motion Picture,53.0,42.0
Alien,93.0,94.0
Apocalypse Now,97.0,94.0
10,68.0,56.0
The Jerk,82.0,84.0
The Moonraker,,38.0
The Muppet Movie,89.0,88.0
The Muppet Movie,89.0,88.0
Deliver Them From Evil: The Taking of Alta View,,
Richard Pryor: Live in Concert,92.0,93.0
Love on the Run,,
ABBA: The Movie,,68.0
Agatha,71.0,58.0
Hardcore,,
Murder by Decree,86.0,64.0
The North Avenue Irregulars,78.0,79.0
Quintet,27.0,37.0
The Warriors,,
Fast Break,,56.0
The Passage,,
Passage,,
Norma Rae,91.0,79.0
The Odd Angry Shot,,78.0
Real Life,82.0,83.0
Starcrash,33.0,36.0
Al Waad,,
Promise,,14.0
Hair,83.0,87.0
Tourist Trap,,
Voices,,29.0
Out of Omaha,,16.0
The China Syndrome,88.0,81.0
The Riddle of the Sands,,46.0
Boulevard Nights,,91.0
Phantasm,74.0,67.0
The Champ,96.0,76.0
CHAMP,,
The Fifth Musketeer,,42.0
Love at First Bite,70.0,55.0
The Exorcist,78.0,87.0
The Exorcist,78.0,87.0
Hurricane,,
Mad Max,90.0,70.0
Tilt,,57.0
Manhattan,94.0,92.0
An Almost Perfect Affair,,
Dreamer: Inspired by a True Story,64.0,78.0
A Little Romance,72.0,84.0
Saint Jack,72.0,75.0
Fast Charlie... The Moonbeam Rider,,
Metamorphoses,,
Last Embrace,58.0,31.0
Beneath the Valley of the Ultravixens,,55.0
The Ravagers,,50.0
The Kids Are Alright,100.0,88.0
Zulu Dawn,50.0,61.0
Winter Kills,92.0,54.0
Hanover Street,70.0,40.0
Over the Edge,85.0,84.0
Alien,93.0,94.0
Beyond the Poseidon Adventure,0.0,21.0
Jaws,97.0,90.0
The Prisoner of Zenda,,
Prisoner of Zenda,,
Wanda Nevada,,37.0
The Brood,81.0,68.0
Escape to Athena,,32.0
The Plumber,,
The Plumber,,61.0
Butch and Sundance: The Early Days,33.0,52.0
The Driller Killer,64.0,32.0
The Driller Killer,64.0,32.0
Goldengirl,,
The In-Laws,90.0,83.0
The In-Laws,33.0,40.0
"The Night, the Prowler",,
Prophecy,100.0,
Rocky II,71.0,82.0
Walk Proud,,93.0
The Water Babies,,70.0
Escape From Alcatraz,97.0,85.0
The Kirlian Witness,,
The Main Event,29.0,25.0
The Muppet Movie,89.0,88.0
The Muppet Movie,89.0,88.0
Nightwing,33.0,26.0
The Apple Dumpling Gang Rides Again,,53.0
Master Killer,83.0,89.0
Bloodline,,
Meatballs,73.0,57.0
The Moonraker,,38.0
Up From the Depths,,9.0
J Men Forever,,73.0
Arabian Adventure,,36.0
The Last of the Knucklemen,,
Breaking Away,95.0,88.0
