year,category,winner,nominee
1959,Best Motion Picture - Drama,False,Home Before Dark
1959,Best Motion Picture - Drama,False,I Want To Live!
1959,Best Motion Picture - Drama,False,Separate Tables
1959,Best Motion Picture - Drama,False,Cat on a Hot Tin Roof
1959,Best Performance by an Actress in a Motion Picture - Drama,True,I Want To Live!
1959,Best Performance by an Actress in a Motion Picture - Drama,False,"Inn of the Sixth Happiness, The"
1959,Best Performance by an Actress in a Motion Picture - Drama,False,Separate Tables
1959,Best Performance by an Actress in a Motion Picture - Drama,False,Some Came Running
1959,Best Performance by an Actress in a Motion Picture - Drama,False,Home Before Dark
1959,Best Performance by an Actor in a Motion Picture - Drama,True,Separate Tables
1959,Best Performance by an Actor in a Motion Picture - Drama,False,"Defiant Ones, The"
1959,Best Performance by an Actor in a Motion Picture - Drama,False,"Defiant Ones, The"
1959,Best Performance by an Actor in a Motion Picture - Drama,False,"Inn of the Sixth Happiness, The"
1959,Best Performance by an Actor in a Motion Picture - Drama,False,"Old Man and the Sea, The"
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,Me and the Colonel
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Gigi
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Teacher's Pet
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Indiscreet
1959,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Gigi
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Gigi
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Lonelyhearts
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Defiant Ones, The"
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Auntie Mame
1959,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Separate Tables
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,"Big Country, The"
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Houseboat
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"Proud Rebel, The"
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Teacher's Pet
1959,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Home Before Dark
1959,Best Director - Motion Picture,True,Gigi
1959,Best Director - Motion Picture,False,Cat on a Hot Tin Roof
1959,Best Director - Motion Picture,False,"Defiant Ones, The"
1959,Best Director - Motion Picture,False,Separate Tables
1959,Best Director - Motion Picture,False,I Want To Live!
1959,Cecil B. deMille Award,False,Maurice Chevalier
1959,Picture - Musical,True,Gigi
1959,Picture - Musical,False,Damn Yankees
1959,Picture - Musical,False,Tom Thumb
1959,Promoting International Understanding,True,"Inn of the Sixth Happiness, The"
1959,Promoting International Understanding,False,"Defiant Ones, The"
1959,Promoting International Understanding,False,Me and the Colonel
1959,Promoting International Understanding,False,"Time to Love and a Time to Die, A"
1959,Promoting International Understanding,False,"Young Lions, The"
1959,Picture - Comedy,True,Auntie Mame
1959,Picture - Comedy,False,The Perfect Furlough
1959,Picture - Comedy,False,"Bell, Book and Candle"
1959,Picture - Comedy,False,Indiscreet
1959,Picture - Comedy,False,Me and the Colonel
1959,Television Achievement,True,Paul Coates
1959,Television Achievement,True,William Orr
1959,Television Achievement,True,Red Skelton
1959,Television Achievement,True,Ann Sothern
1959,Television Achievement,True,Ed Sullivan
1959,Television Achievement,True,Loretta Young
1959,Special Achievement Award,False,Shirley MacLaine
1959,Samuel Goldwyn International Award,True,"Do Ankhen Barah Haath (Two Eyes, Twelve Hands)"
1959,New Star Of The Year - Actress,True,The Perfect Furlough
1959,New Star Of The Year - Actress,True,"Gene Krupa Story, The"
1959,New Star Of The Year - Actress,True,God's Little Acre
1959,New Star Of The Year - Actress,False,Auntie Mame
1959,New Star Of The Year - Actress,False,"Light in the Forest, The"
1959,New Star Of The Year - Actress,False,South Pacific
1959,New Star Of The Year - Actor,True,In Love and War - 1958
1959,New Star Of The Year - Actor,True,"Time to Love and a Time to Die, A"
1959,New Star Of The Year - Actor,True,"Too Much, Too Soon"
1959,New Star Of The Year - Actor,False,"Proud Rebel, The"
1959,New Star Of The Year - Actor,False,Rio Bravo
1959,New Star Of The Year - Actor,False,10 North Frederick
1959,Juvenile Performance,True,"Proud Rebel, The"
1959,Actress In A Leading Role - Musical Or Comedy,True,Auntie Mame
1959,Actress In A Leading Role - Musical Or Comedy,False,Indiscreet
1959,Actress In A Leading Role - Musical Or Comedy,False,Gigi
1959,Actress In A Leading Role - Musical Or Comedy,False,"Tunnel of Love, The"
1959,Actress In A Leading Role - Musical Or Comedy,False,South Pacific
1959,Foreign Film - Foreign Language,True,Rosemary
1959,Foreign Film - Foreign Language,True,The Year Long Road
1959,Foreign Film - Foreign Language,True,L'eau vive (Girl And The River)
1959,Foreign Film - English Language,True,A Night To Remember
1959,Henrietta Award (World Film Favorites),True,Rock Hudson
1959,Henrietta Award (World Film Favorites),True,Deborah Kerr
1960,Best Motion Picture - Drama,True,Ben-Hur
1960,Best Motion Picture - Drama,False,Anatomy of a Murder
1960,Best Motion Picture - Drama,False,"Diary of Anne Frank, The"
1960,Best Motion Picture - Drama,False,"Nun's Story, The"
1960,Best Motion Picture - Drama,False,On The Beach
1960,Best Performance by an Actress in a Motion Picture - Drama,True,"Suddenly, Last Summer"
1960,Best Performance by an Actress in a Motion Picture - Drama,False,"Nun's Story, The"
1960,Best Performance by an Actress in a Motion Picture - Drama,False,Anatomy of a Murder
1960,Best Performance by an Actress in a Motion Picture - Drama,False,Room At The Top
1960,Best Performance by an Actress in a Motion Picture - Drama,False,"Suddenly, Last Summer"
1960,Best Performance by an Actor in a Motion Picture - Drama,True,Career
1960,Best Performance by an Actor in a Motion Picture - Drama,False,"Diary of Anne Frank, The"
1960,Best Performance by an Actor in a Motion Picture - Drama,False,Look Back In Anger
1960,Best Performance by an Actor in a Motion Picture - Drama,False,Ben-Hur
1960,Best Performance by an Actor in a Motion Picture - Drama,False,Middle of the Night
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,Some Like It Hot
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,But Not For Me
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Operation Petticoat
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Who Was That Lady?
1960,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Porgy and Bess
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Imitation of Life
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Nun's Story, The"
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Take a Giant Step
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Imitation of Life
1960,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Diary of Anne Frank, The"
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Ben-Hur
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,On The Beach
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Pillow Talk
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"Young Philadelphians, The"
1960,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Anatomy of a Murder
1960,Best Director - Motion Picture,True,Ben-Hur
1960,Best Director - Motion Picture,False,On The Beach
1960,Best Director - Motion Picture,False,Anatomy of a Murder
1960,Best Director - Motion Picture,False,"Diary of Anne Frank, The"
1960,Best Director - Motion Picture,False,"Nun's Story, The"
1960,Best Original Score - Motion Picture,True,On The Beach
1960,Cecil B. deMille Award,False,Bing Crosby
1960,Famous Silent Filmstars,False,Ramon Novarro
1960,Picture - Musical,True,Porgy and Bess
1960,Picture - Musical,False,"Five Pennies, The"
1960,Picture - Musical,False,Li'l Abner
1960,Picture - Musical,False,"Private's Affair, A"
1960,Picture - Musical,False,Say One For Me
1960,Promoting International Understanding,True,"Diary of Anne Frank, The"
1960,Promoting International Understanding,False,"Nun's Story, The"
1960,Promoting International Understanding,False,Odds Against Tomorrow
1960,Promoting International Understanding,False,On The Beach
1960,Promoting International Understanding,False,Take a Giant Step
1960,Picture - Comedy,True,Some Like It Hot
1960,Picture - Comedy,False,But Not For Me
1960,Picture - Comedy,False,Operation Petticoat
1960,Picture - Comedy,False,Pillow Talk
1960,Picture - Comedy,False,Who Was That Lady?
1960,Television Achievement,True,77 Sunset Strip
1960,Special Achievement Award,False,Ben-Hur
1960,Special Achievement Award,False,"Nun's Story, The"
1960,Samuel Goldwyn International Award,True,Room At The Top
1960,New Star Of The Year - Actress,True,Darby O'Gill and The Little People
1960,New Star Of The Year - Actress,True,Say One For Me
1960,New Star Of The Year - Actress,True,"Five Pennies, The"
1960,New Star Of The Year - Actress,True,Rio Bravo
1960,New Star Of The Year - Actress,False,"Diary of Anne Frank, The"
1960,New Star Of The Year - Actress,False,Blue Denim
1960,New Star Of The Year - Actress,False,Platinum High School
1960,New Star Of The Year - Actress,False,This Earth Is Mine
1960,New Star Of The Year - Actor,True,"Crimson Kimono, The"
1960,New Star Of The Year - Actor,True,"Private's Affair, A"
1960,New Star Of The Year - Actor,True,"Summer Place, A"
1960,New Star Of The Year - Actor,True,"Crime & Punishment, USA"
1960,New Star Of The Year - Actor,False,"Flying Fontaines, The"
1960,Actress In A Leading Role - Musical Or Comedy,True,Some Like It Hot
1960,Actress In A Leading Role - Musical Or Comedy,False,Porgy and Bess
1960,Actress In A Leading Role - Musical Or Comedy,False,Pillow Talk
1960,Actress In A Leading Role - Musical Or Comedy,False,Ask Any Girl
1960,Actress In A Leading Role - Musical Or Comedy,False,But Not For Me
1960,Foreign Film - Foreign Language,True,Wir Wunderkinder (Aren't We Wonderful!)
1960,Foreign Film - Foreign Language,True,Black Orpheus
1960,Foreign Film - Foreign Language,True,The Bridge
1960,Foreign Film - Foreign Language,True,Odd Obsession
1960,Foreign Film - Foreign Language,True,Wild Strawberries
1960,Henrietta Award (World Film Favorites),True,Doris Day
1960,Henrietta Award (World Film Favorites),True,Rock Hudson
1961,Best Motion Picture - Drama,True,Spartacus
1961,Best Motion Picture - Drama,False,Elmer Gantry
1961,Best Motion Picture - Drama,False,Inherit the Wind - 1960
1961,Best Motion Picture - Drama,False,Sons and Lovers
1961,Best Motion Picture - Drama,False,Sunrise at Campobello
1961,Best Performance by an Actress in a Motion Picture - Drama,True,Sunrise at Campobello
1961,Best Performance by an Actress in a Motion Picture - Drama,False,Midnight Lace
1961,Best Performance by an Actress in a Motion Picture - Drama,False,The World Of Suzie Wong
1961,Best Performance by an Actress in a Motion Picture - Drama,False,Elmer Gantry
1961,Best Performance by an Actress in a Motion Picture - Drama,False,Butterfield 8
1961,Best Performance by an Actor in a Motion Picture - Drama,True,Elmer Gantry
1961,Best Performance by an Actor in a Motion Picture - Drama,False,Inherit the Wind - 1960
1961,Best Performance by an Actor in a Motion Picture - Drama,False,Sons and Lovers
1961,Best Performance by an Actor in a Motion Picture - Drama,False,Spartacus
1961,Best Performance by an Actor in a Motion Picture - Drama,False,Sons and Lovers
1961,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,"Apartment, The"
1961,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Song Without End 
1961,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Pepe
1961,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Grass is Greener, The"
1961,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Facts of Life, The"
1961,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Psycho
1961,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,From The Terrace
1961,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Elmer Gantry
1961,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Dark at the Top of the Stairs, The"
1961,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Sons and Lovers
1961,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Exodus
